grower,farm,field,field_fvid,lat,lng,year,tmin,tmax,gdd,cpba_count,cpba_value,cpbl_count,cpbl_value,cum_gdd,croptype,clas_prop,wei_prop,clas_intensity,wei_intensity,summer_avg_temp,summer_hottest_temp,summer_coldest_temp,summer_avg_percip,summer_heavy_rainfall_days,summer_temp_variability,summer_cold_days,winter_avg_temp,winter_hottest_temp,winter_coldest_temp,winter_heavy_rainfall_days,winter_temp_variability,winter_warm_day_count,winter_extreme_cold_days,spring_frost_free_days
James Burns & Sons,James Burns & Sons,41 Youngs,63880,44.20968641,-89.43735052,2023,42.1283217627572,98.626626113088,18.7476862129097,3.70833333333333,3.70833333333333,5.63636363636364,5.63636363636364,1795.49934488675,43,0.2,0.333333333333333,0.102917190136163,0.107761725890149,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
James Burns & Sons,James Burns & Sons,31 Schmidts,63884,44.23976642,-89.41260234,2023,42.3021954163507,98.1570896226606,17.066247523818,4.11538461538461,4.33333333333333,4.61538461538461,4.61538461538461,1879.49222503576,43,0.2,0.333333333333333,0.226743399751946,0.229996095075944,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
James Burns & Sons,James Burns & Sons,3 S Blaine,63888,44.31986877,-89.3102275,2023,44.8875435693859,92.2231983797969,15.9316911691458,2.83333333333333,2.83333333333333,4.45454545454545,4.45454545454545,1880.8795388765,43,0.4,0.6,0.058457957903192,0.0783642629982985,20.047967479674796,37.3,1.1,2.9032520325203253,3.0,4.252392761217507,9.0,-3.3755555555555556,10.5,-24.9,0.0,5.8953287756734465,1.0,15.0,5.0
James Burns & Sons,James Burns & Sons,8 Kehl,63889,44.29470742,-89.41170591,2023,43.8080332132762,92.4931638516426,16.2072770530334,4.48461538461538,4.81666666666667,7.18181818181818,7.18181818181818,1873.14299077066,43,0.2,0.333333333333333,0.125556376826601,0.114120470481956,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Miller Farms,Miller Farms,Labor Camp,63905,44.1299805,-89.55756849,2023,42.3379616836729,89.5186090594516,17.4419798337352,4.21818181818182,4.21818181818182,6.4,6.4,1684.67528403802,43,0.4,0.533333333333333,0.274508952623759,0.269916134658305,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Nate Bula,Nate Bula,Quincy,63915,43.88088942,-89.93235273,2023,45.0687667563571,92.1377329572219,18.4813688418276,1.08333333333333,1.08333333333333,1.54545454545455,1.54545454545455,2015.52451390149,43,0.4,0.466666666666667,0.0231304526739899,0.0246500956763725,19.689430894308945,38.1,0.3,2.032520325203252,1.0,4.194098371387321,10.0,-4.1866666666666665,9.4,-26.8,1.0,6.037210457848852,2.0,18.0,5.0
Sterling Farms,Joe Seis,Jansen,63975,43.92774464,-89.71596418,2023,53.8440096481998,91.4299490627489,19.8015274317576,0.5,0.5,0.0,0.0,1475.07651342001,5,0.0,0.0,0.0093653747987883,0.0098004415455303,20.154368932038835,35.0,2.8,2.287671232876712,3.0,3.8676835216107133,1.0,-7.15625,15.6,-27.2,0.0,7.14204600955018,1.0,31.0,1.0
Sterling Farms,Joe Seis,Kane East,63979,43.92084303,-89.913146,2023,51.1670917701254,88.4707943812741,16.74047832468,2.14285714285714,2.14285714285714,2.66666666666667,2.66666666666667,1214.01619374197,43,0.4,0.466666666666667,0.0365132457450187,0.0392506714096739,19.689430894308945,38.1,0.3,2.032520325203252,1.0,4.194098371387321,10.0,-4.1866666666666665,9.4,-26.8,1.0,6.037210457848852,2.0,18.0,5.0
Sterling Farms,Joe Seis,Kane West,63980,43.91955887,-89.92049782,2023,51.1519746773619,92.962055397325,17.8665674326149,1.65625,1.66666666666667,2.5,2.33333333333333,1345.29202564856,43,0.4,0.466666666666667,0.0381495758224251,0.0408136503990651,19.689430894308945,38.1,0.3,2.032520325203252,1.0,4.194098371387321,10.0,-4.1866666666666665,9.4,-26.8,1.0,6.037210457848852,2.0,18.0,5.0
Miller Farms,Miller Farms,Kellerman,63983,44.14411894,-89.53845837,2023,42.0612291484764,89.6512993270179,18.8563137727902,3.98181818181818,3.98181818181818,6.31818181818182,6.6,1676.24398017532,43,0.4,0.466666666666667,0.230820114761397,0.243417588004178,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Miller Farms,Miller Farms,Hutch S,63986,44.1088641,-89.56018234,2023,42.509541139179,89.3664415053177,17.4968571204238,3.57454545454545,3.57454545454545,6.5,6.5,1693.9567832006,43,0.4,0.466666666666667,0.152436047941684,0.165457346221588,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Miller Farms,Miller Farms,Norkus,63987,44.09206988,-89.54848003,2023,42.4171754950807,89.459438544706,18.6079712674645,1.98181818181818,1.98181818181818,4.725,5.16666666666667,1689.15161131192,43,0.4,0.4,0.190819000061262,0.196827769715176,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Heartland Farms,Monday,H-70,112739,44.13761295,-89.7079769,2023,44.9557392336953,91.8075441902795,15.759088063265,2.92307692307692,2.92307692307692,3.5,3.5,1904.62274056386,43,0.6,0.733333333333333,0.0681338977261659,0.0794436490990652,19.624390243902436,37.2,-1.1,1.9065040650406502,3.0,4.275786601267208,9.0,-4.894444444444445,8.3,-26.1,0.0,5.985626249441448,0.0,16.0,5.0
Heartland Farms,Monday,H-74,112740,44.13705346,-89.7426773,2023,44.8136351830069,92.0504341641471,15.5460964584533,5.09090909090909,5.09090909090909,4.2,4.2,1661.37813053645,43,0.6,0.733333333333333,0.049367743938553,0.0551433310530523,19.624390243902436,37.2,-1.1,1.9065040650406502,3.0,4.275786601267208,9.0,-4.894444444444445,8.3,-26.1,0.0,5.985626249441448,0.0,16.0,5.0
Wisconsin Central Farms,WCF,28 N Larsen,167003,44.19525916,-89.94591552,2023,48.67047921284,87.6556458267372,15.9261245442528,2.25,2.5,6.4,6.4,1144.95518027838,1,0.2,0.133333333333333,0.173621692608614,0.195131706010357,19.624390243902436,37.2,-1.1,1.9065040650406502,3.0,4.275786601267208,9.0,-4.894444444444445,8.3,-26.1,0.0,5.985626249441448,0.0,16.0,5.0
Specialty Potatoes,Specialty,Drive In,167025,44.6293896,-89.29683504,2023,48.0056185214128,97.364141411752,15.6355714428196,4.25,4.25,4.75,4.75,1907.55501116881,43,0.2,0.333333333333333,0.0895744950861059,0.0914196488899775,19.63658536585366,36.6,0.5,2.378861788617886,3.0,4.329204452959202,10.0,-4.303333333333333,8.7,-24.2,0.0,5.830420995842757,0.0,16.0,5.0
Specialty Potatoes,Specialty,Rick North,167027,44.26692623,-89.58354487,2023,46.2975392331128,90.5581828755215,15.3296922832316,5.25,5.25,5.61363636363636,6.1,1733.45445029445,43,0.4,0.466666666666667,0.236108908643159,0.255662685790064,19.624390243902436,37.2,-1.1,1.9065040650406502,3.0,4.275786601267208,9.0,-4.894444444444445,8.3,-26.1,0.0,5.985626249441448,0.0,16.0,5.0
Helbach Farms,Helbach Farms,H-50,201464,44.34740504,-89.32198273,2023,46.7749306852731,90.3192811436797,15.3270330352784,1.25,1.35714285714286,7.35714285714286,7.35714285714286,1344.30253248303,43,0.4,0.466666666666667,0.0519297363372081,0.0487023962682511,20.047967479674796,37.3,1.1,2.9032520325203253,3.0,4.252392761217507,9.0,-3.3755555555555556,10.5,-24.9,0.0,5.8953287756734465,1.0,15.0,5.0
Helbach Farms,Helbach Farms,H-55,201465,44.33299251,-89.32260038,2023,48.6811041464234,85.0425701113,15.029184755428,0.5,0.5,2.75,2.75,1345.37910137977,43,0.4,0.466666666666667,0.0543868303829882,0.0651311231051399,20.047967479674796,37.3,1.1,2.9032520325203253,3.0,4.252392761217507,9.0,-3.3755555555555556,10.5,-24.9,0.0,5.8953287756734465,1.0,15.0,5.0
Helbach Farms,Helbach Farms,J-82,201467,44.3648823,-89.24684912,2023,47.7964133537929,93.7855140143483,16.2231116880664,4.75,4.75,2.54545454545455,2.54545454545455,2002.68866768943,43,0.4,0.466666666666667,0.0410180073535529,0.0420795252762498,20.047967479674796,37.3,1.1,2.9032520325203253,3.0,4.252392761217507,9.0,-3.3755555555555556,10.5,-24.9,0.0,5.8953287756734465,1.0,15.0,5.0
Helbach Farms,Helbach Farms,J-83&84,201468,44.35881397,-89.24812345,2023,47.6961144692335,86.7676337878602,15.2428775687232,1.03125,1.14285714285714,2.83333333333333,2.83333333333333,1381.13465492805,43,0.4,0.466666666666667,0.0407731840422148,0.0418118968843146,20.047967479674796,37.3,1.1,2.9032520325203253,3.0,4.252392761217507,9.0,-3.3755555555555556,10.5,-24.9,0.0,5.8953287756734465,1.0,15.0,5.0
Helbach Farms,Helbach Farms,K-21,201469,44.44465354,-89.30195276,2023,47.4739328553006,86.2000139002598,15.5992651322261,4.41666666666667,4.41666666666667,4.58333333333333,4.58333333333333,1846.0536061059,43,0.4,0.466666666666667,0.0311626566892339,0.0338894012610716,19.63658536585366,36.6,0.5,2.378861788617886,3.0,4.329204452959202,10.0,-4.303333333333333,8.7,-24.2,0.0,5.830420995842757,0.0,16.0,5.0
Helbach Farms,Helbach Farms,K-22,201470,44.43442129,-89.29658058,2023,47.5228369419973,86.2262641126407,15.62764424435,3.765625,4.09090909090909,5.0,5.0,1848.30797006954,43,0.4,0.466666666666667,0.0531313798482035,0.0498741454782422,19.63658536585366,36.6,0.5,2.378861788617886,3.0,4.329204452959202,10.0,-4.303333333333333,8.7,-24.2,0.0,5.830420995842757,0.0,16.0,5.0
Helbach Farms,Helbach Farms,P-60,201473,44.36797713,-89.18032093,2023,49.1136756658064,94.5950384918075,17.0323103760488,2.40769230769231,2.56666666666667,3.25,3.25,2057.43736619304,43,0.4,0.466666666666667,0.0377414191270952,0.0372360720663612,20.047967479674796,37.3,1.1,2.9032520325203253,3.0,4.252392761217507,9.0,-3.3755555555555556,10.5,-24.9,0.0,5.8953287756734465,1.0,15.0,5.0
Helbach Farms,Helbach Farms,P-66,201475,44.35020481,-89.19844659,2023,47.2783854624413,90.0627405727746,18.3756095398497,2.16666666666667,2.16666666666667,1.83333333333333,1.83333333333333,1959.29669869739,43,0.4,0.466666666666667,0.0527035910777194,0.0439130823206133,20.047967479674796,37.3,1.1,2.9032520325203253,3.0,4.252392761217507,9.0,-3.3755555555555556,10.5,-24.9,0.0,5.8953287756734465,1.0,15.0,5.0
Coloma Farms,Coloma Farms,4 Jacobs West W 1/2,201507,43.9929447,-89.60539297,2023,55.0831075636602,89.2938564429143,19.4522387084851,1.5,1.5,3.0,3.0,1366.96166122878,43,0.4,0.466666666666667,0.206946682891259,0.207204123867213,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Coloma Farms,Coloma Farms,16 Spry East E 1/2,202291,44.03639518,-89.58586891,2023,49.7310574841025,90.802530602646,18.449511064451,2.36363636363636,2.5,3.45454545454545,3.45454545454545,1707.39481024217,43,0.6,0.733333333333333,0.28335405600914,0.279813278649585,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Weekly Farms,Weekly Farms,Big Tibbets,232182,44.20103027,-89.57124122,2023,46.0030839045623,92.8614893108509,17.0272798465608,3.71428571428571,3.71428571428571,5.71153846153846,6.16666666666667,2002.64450630182,43,0.4,0.466666666666667,0.205238465011225,0.211648029239211,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Weekly Farms,Weekly Farms,Handel,232186,44.22481609,-89.54762594,2023,46.1255559116171,98.6656263099426,17.5008995371728,2.75,2.76923076923077,4.27272727272727,4.6,1908.38948506332,43,0.4,0.466666666666667,0.187193138598229,0.182522660346575,19.624390243902436,37.2,-1.1,1.9065040650406502,3.0,4.275786601267208,9.0,-4.894444444444445,8.3,-26.1,0.0,5.985626249441448,0.0,16.0,5.0
Okray Family Farm,Okray Family Farm Inc.,Dorr 40,246446,44.35735337,-89.64999838,2023,42.6295301854023,90.5883039522499,18.2120495585096,4.60416666666667,5.0,5.8,5.8,1630.67796376066,43,0.4,0.4,0.10390447445841,0.106383506425074,19.624390243902436,37.2,-1.1,1.9065040650406502,3.0,4.275786601267208,9.0,-4.894444444444445,8.3,-26.1,0.0,5.985626249441448,0.0,16.0,5.0
Okray Family Farm,Okray Family Farm Inc.,Dorr Home,246447,44.3629128,-89.64227428,2023,42.7248109615033,90.5708000414417,17.5271263103233,5.1875,5.63636363636364,6.5,6.5,1724.3953473225,43,0.4,0.4,0.134088855886152,0.135747581228508,19.624390243902436,37.2,-1.1,1.9065040650406502,3.0,4.275786601267208,9.0,-4.894444444444445,8.3,-26.1,0.0,5.985626249441448,0.0,16.0,5.0
Weekly Farms,Weekly Farms,Keenlance Big,247924,44.19210157,-89.60207011,2023,45.7541684391916,90.9679851482156,16.3641322111007,3.29090909090909,3.29090909090909,3.44444444444444,3.44444444444444,1644.58238226462,43,0.4,0.466666666666667,0.141464053849375,0.136231448429711,19.624390243902436,37.2,-1.1,1.9065040650406502,3.0,4.275786601267208,9.0,-4.894444444444445,8.3,-26.1,0.0,5.985626249441448,0.0,16.0,5.0
Taterland,Taterland,Johnson East,259766,44.17584671,-89.55894595,2023,41.9440433070634,89.2199905856275,16.8229938657503,1.6,1.6,46.3333333333333,46.3333333333333,954.151520087784,43,0.4,0.533333333333333,0.199866089679645,0.209274666311411,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Taterland,Taterland,Sorensen,259770,44.18086479,-89.52500355,2023,41.8286774991277,88.9087073694868,16.7553128006861,2.2,2.2,10.25,10.25,952.720763891778,43,0.4,0.533333333333333,0.191132108111938,0.218094164475494,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Taterland,Taterland,Plahna,261540,44.22297878,-89.60021211,2023,53.4627335931677,88.9265109621644,18.4633050216045,1.85,2.25,19.3333333333333,19.3333333333333,1147.56143383061,43,0.4,0.533333333333333,0.242143022040349,0.254110113506607,19.624390243902436,37.2,-1.1,1.9065040650406502,3.0,4.275786601267208,9.0,-4.894444444444445,8.3,-26.1,0.0,5.985626249441448,0.0,16.0,5.0
Flyte Family Farm,Flyte Family Farm,Potter North,278928,44.0297838,-89.56845425,2023,49.6432743400249,87.3417767909335,17.4612979635599,1.625,1.77777777777778,1.0,1.0,1895.79884359194,1,0.2,0.133333333333333,0.139270757883731,0.144243564502323,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Coloma Farms,Coloma Farms,14 Schmitt East N1/2,282657,43.98753433,-89.60306413,2023,47.8951846146007,90.6584364669308,18.4973256918577,2.33333333333333,2.33333333333333,4.11111111111111,4.11111111111111,1497.22025308099,43,0.4,0.466666666666667,0.151273122698395,0.15007752750012,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Helbach Farms,Helbach Farms,T-02,380664,44.36813893,-89.43199675,2023,45.2866069448101,90.2272851261102,15.1770650876511,4.5,4.5,6.44444444444444,6.44444444444444,1566.96888596376,43,0.4,0.466666666666667,0.0416067839386204,0.0380486401962504,19.63658536585366,36.6,0.5,2.378861788617886,3.0,4.329204452959202,10.0,-4.303333333333333,8.7,-24.2,0.0,5.830420995842757,0.0,16.0,5.0
James Burns & Sons,James Burns & Sons,48 NW Woodward,391590,44.19027151,-89.51739025,2023,41.8102097683157,98.7053167831809,18.0418241373056,4.38461538461539,4.38461538461539,6.23076923076923,6.23076923076923,1889.41919899371,43,0.2,0.333333333333333,0.224895406367224,0.245825750286796,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Flyte Family Farm,Flyte Family Farm,Fenske Krug,391865,43.98293308,-89.45900247,2023,47.1682090785929,90.9493350127426,16.9450258472706,0.888888888888889,0.888888888888889,3.25,3.25,1580.44248107165,43,0.4,0.466666666666667,0.0460069948114395,0.0484782085354805,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Flyte Family Farm,Flyte Family Farm,Fenske 9 & 9A&B,391866,43.98525967,-89.46579329,2023,49.2658607585767,91.0060522396308,17.5386464985117,0.5,0.5,0.75,0.75,1578.7295812649,43,0.2,0.333333333333333,0.0381528711512772,0.0403644962077007,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Flyte Family Farm,Flyte Family Farm,F1,391877,44.05841226,-89.60082511,2023,49.970155274965,89.3043333660097,18.5417491200435,3.77083333333333,4.77777777777778,3.8,3.8,1581.26554371519,43,0.2,0.333333333333333,0.193471078243625,0.214420887157662,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Flyte Family Farm,Flyte Family Farm,F5/V22,391879,44.06704361,-89.57988422,2023,50.2637935706211,89.2431032146895,18.1812437210137,4.71153846153846,5.08333333333333,4.72727272727273,4.72727272727273,1678.02065566526,43,0.4,0.4,0.264829943325503,0.274802602237463,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Flyte Family Farm,Flyte Family Farm,Airport,391891,44.05826937,-89.5704182,2023,50.1852265572894,89.1659301897142,18.4637922846267,2.75,2.75,1.91666666666667,1.91666666666667,1902.84557769822,43,0.6,0.733333333333333,0.220489744891062,0.215450183204904,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Flyte Family Farm,Flyte Family Farm,Runway,391893,44.05815621,-89.56541639,2023,50.2174537381504,89.1438335783575,18.7300615232983,3.09090909090909,3.09090909090909,2.18181818181818,2.2,1606.89813204142,43,0.4,0.466666666666667,0.221069184333161,0.214145955820055,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Weekly Farms,Weekly Farms,Kirk,394966,44.14462221,-89.4770652,2023,52.0975533853888,90.7920840257085,16.9727282359247,2.875,2.875,3.59090909090909,3.59090909090909,1743.51862183532,43,0.4,0.4,0.187341838599276,0.183786386352028,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Coloma Farms,Coloma Farms,8 Lewallen East S1/2,396968,44.01322794,-89.60151578,2023,49.4878898882641,90.735946151915,18.3903271194225,1.54545454545455,1.54545454545455,2.45454545454545,2.45454545454545,1706.84577974323,43,0.4,0.466666666666667,0.260448391085151,0.25831977944914,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Coloma Farms,Coloma Farms,20 Aartz SE 1/4,397407,44.02758535,-89.6007559,2023,49.5765532560086,91.3244339692061,18.7319783715384,2.625,2.625,3.14285714285714,3.14285714285714,1211.62132959887,43,0.4,0.466666666666667,0.251873571423065,0.260213882844261,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Coloma Farms,Coloma Farms,22 Kim E1/2,397438,44.01301379,-89.5939483,2023,49.4831759565243,90.7182163119669,19.7023339233177,1.25,1.25,2.375,2.375,1494.89514695585,43,0.4,0.4,0.246550113683837,0.243873086797722,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Coloma Farms,Coloma Farms,5 Jacobs North W1/2,397522,44.00032384,-89.59514001,2023,49.4185310527729,90.663395825056,19.1179426783691,2.5,2.5,3.0,3.0,1622.11313217349,43,0.4,0.466666666666667,0.218615340762532,0.220890230736345,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Taterland,Taterland,Strums,417023,44.18259276,-89.56528463,2023,53.6756787174469,89.2126957969699,19.1459061705217,3.6875,3.6875,5.28125,6.0,1570.50835289816,43,0.4,0.4,0.206954329045126,0.213443521519951,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Taterland,Taterland,Engels,417026,44.19391327,-89.52718672,2023,46.4178967836931,98.8165540592496,18.5125369698296,14.2222222222222,15.375,10.7222222222222,11.875,1797.75117955565,43,0.4,0.4,0.240821811664412,0.2649989160251,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Taterland,Taterland,Tibbetts East,417042,44.18212086,-89.5401895,2023,41.856568435835,89.0344874114317,16.7682160845544,2.2,2.2,17.0,17.0,952.545378454793,43,0.4,0.533333333333333,0.220190224965616,0.251423911556728,19.347967479674796,38.3,-2.2,1.8504065040650408,2.0,4.314108566117134,12.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
